step,time,ResidMax,ResidRMS,DilMax,IntDiv,IntAbsDiv,dt
13818,134.34166667,0.00083115,0.00048401,4.13959158,-0.00854847,0.02722354,0.00972222
13819,134.35138889,0.00083092,0.00048387,4.13961390,-0.00854713,0.02722231,0.00972222
13820,134.36111111,0.00083068,0.00048373,4.13963622,-0.00854579,0.02722108,0.00972222
13821,134.37083333,0.00083044,0.00048359,4.13965853,-0.00854446,0.02721986,0.00972222
13822,134.38055556,0.00083020,0.00048346,4.13968084,-0.00854312,0.02721863,0.00972222
13823,134.39027778,0.00082996,0.00048332,4.13970314,-0.00854179,0.02721741,0.00972222
13824,134.40000000,0.00082973,0.00048318,4.13972543,-0.00854045,0.02721619,0.00972222
13825,134.40972222,0.00082949,0.00048304,4.13974772,-0.00853912,0.02721496,0.00972222
13826,134.41944444,0.00082925,0.00048290,4.13977000,-0.00853778,0.02721374,0.00972222
13827,134.42916667,0.00082902,0.00048277,4.13979227,-0.00853645,0.02721251,0.00972222
13828,134.43888889,0.00082878,0.00048263,4.13981454,-0.00853511,0.02721129,0.00972222
13829,134.44861111,0.00082854,0.00048249,4.13983680,-0.00853378,0.02721007,0.00972222
13830,134.45833333,0.00082830,0.00048235,4.13985906,-0.00853245,0.02720885,0.00972222
13831,134.46805556,0.00082807,0.00048222,4.13988131,-0.00853111,0.02720763,0.00972222
13832,134.47777778,0.00082783,0.00048208,4.13990355,-0.00852978,0.02720640,0.00972222
13833,134.48750000,0.00082759,0.00048194,4.13992578,-0.00852845,0.02720518,0.00972222
13834,134.49722222,0.00082736,0.00048180,4.13994801,-0.00852712,0.02720396,0.00972222
13835,134.50694444,0.00082712,0.00048166,4.13997024,-0.00852579,0.02720274,0.00972222
13836,134.51666667,0.00082688,0.00048153,4.13999245,-0.00852446,0.02720152,0.00972222
13837,134.52638889,0.00082665,0.00048139,4.14001466,-0.00852313,0.02720030,0.00972222
13838,134.53611111,0.00082641,0.00048125,4.14003687,-0.00852180,0.02719908,0.00972222
13839,134.54583333,0.00082617,0.00048111,4.14005906,-0.00852047,0.02719786,0.00972222
13840,134.55555556,0.00082594,0.00048098,4.14008125,-0.00851914,0.02719665,0.00972222
13841,134.56527778,0.00082570,0.00048084,4.14010344,-0.00851781,0.02719543,0.00972222
13842,134.57500000,0.00082546,0.00048070,4.14012562,-0.00851648,0.02719421,0.00972222
13843,134.58472222,0.00082523,0.00048057,4.14014779,-0.00851515,0.02719299,0.00972222
13844,134.59444444,0.00082499,0.00048043,4.14016995,-0.00851383,0.02719178,0.00972222
13845,134.60416667,0.00082476,0.00048029,4.14019211,-0.00851250,0.02719056,0.00972222
13846,134.61388889,0.00082452,0.00048015,4.14021426,-0.00851117,0.02718934,0.00972222
13847,134.62361111,0.00082428,0.00048002,4.14023641,-0.00850985,0.02718813,0.00972222
13848,134.63333333,0.00082405,0.00047988,4.14025855,-0.00850852,0.02718691,0.00972222
13849,134.64305556,0.00082381,0.00047974,4.14028068,-0.00850719,0.02718569,0.00972222
13850,134.65277778,0.00082358,0.00047960,4.14030281,-0.00850587,0.02718448,0.00972222
13851,134.66250000,0.00082334,0.00047947,4.14032493,-0.00850454,0.02718326,0.00972222
13852,134.67222222,0.00082311,0.00047933,4.14034705,-0.00850322,0.02718205,0.00972222
13853,134.68194444,0.00082287,0.00047919,4.14036915,-0.00850189,0.02718084,0.00972222
13854,134.69166667,0.00082264,0.00047906,4.14039125,-0.00850057,0.02717962,0.00972222
13855,134.70138889,0.00082240,0.00047892,4.14041335,-0.00849925,0.02717841,0.00972222
13856,134.71111111,0.00082216,0.00047878,4.14043544,-0.00849792,0.02717720,0.00972222
13857,134.72083333,0.00082193,0.00047865,4.14045752,-0.00849660,0.02717598,0.00972222
13858,134.73055556,0.00082169,0.00047851,4.14047960,-0.00849528,0.02717477,0.00972222
13859,134.74027778,0.00082146,0.00047837,4.14050167,-0.00849396,0.02717356,0.00972222
13860,134.75000000,0.00082122,0.00047824,4.14052373,-0.00849264,0.02717235,0.00972222
13861,134.75972222,0.00082099,0.00047810,4.14054579,-0.00849131,0.02717114,0.00972222
13862,134.76944444,0.00082075,0.00047796,4.14056784,-0.00848999,0.02716993,0.00972222
13863,134.77916667,0.00082052,0.00047783,4.14058988,-0.00848867,0.02716872,0.00972222
13864,134.78888889,0.00082028,0.00047769,4.14061192,-0.00848735,0.02716751,0.00972222
13865,134.79861111,0.00082005,0.00047755,4.14063395,-0.00848603,0.02716630,0.00972222
13866,134.80833333,0.00081982,0.00047742,4.14065598,-0.00848471,0.02716509,0.00972222
13867,134.81805556,0.00081958,0.00047728,4.14067800,-0.00848339,0.02716388,0.00972222
13868,134.82777778,0.00081935,0.00047714,4.14070001,-0.00848208,0.02716267,0.00972222
13869,134.83750000,0.00081911,0.00047701,4.14072201,-0.00848076,0.02716146,0.00972222
13870,134.84722222,0.00081888,0.00047687,4.14074401,-0.00847944,0.02716025,0.00972222
13871,134.85694444,0.00081864,0.00047674,4.14076601,-0.00847812,0.02715905,0.00972222
13872,134.86666667,0.00081841,0.00047660,4.14078799,-0.00847681,0.02715784,0.00972222
13873,134.87638889,0.00081817,0.00047646,4.14080998,-0.00847549,0.02715663,0.00972222
13874,134.88611111,0.00081794,0.00047633,4.14083195,-0.00847417,0.02715542,0.00972222
13875,134.89583333,0.00081771,0.00047619,4.14085392,-0.00847286,0.02715422,0.00972222
13876,134.90555556,0.00081747,0.00047606,4.14087588,-0.00847154,0.02715301,0.00972222
13877,134.91527778,0.00081724,0.00047592,4.14089784,-0.00847023,0.02715181,0.00972222
13878,134.92500000,0.00081701,0.00047578,4.14091978,-0.00846891,0.02715060,0.00972222
13879,134.93472222,0.00081677,0.00047565,4.14094173,-0.00846760,0.02714940,0.00972222
13880,134.94444444,0.00081654,0.00047551,4.14096366,-0.00846628,0.02714819,0.00972222
13881,134.95416667,0.00081630,0.00047538,4.14098559,-0.00846497,0.02714699,0.00972222
13882,134.96388889,0.00081607,0.00047524,4.14100752,-0.00846366,0.02714579,0.00972222
13883,134.97361111,0.00081584,0.00047510,4.14102944,-0.00846234,0.02714458,0.00972222
13884,134.98333333,0.00081560,0.00047497,4.14105135,-0.00846103,0.02714338,0.00972222
13885,134.99305556,0.00081537,0.00047483,4.14107325,-0.00845972,0.02714218,0.00972222
13886,135.00277778,0.00081514,0.00047470,4.14109515,-0.00845841,0.02714097,0.00972222
13887,135.01250000,0.00081490,0.00047456,4.14111704,-0.00845710,0.02713977,0.00972222
13888,135.02222222,0.00081467,0.00047443,4.14113893,-0.00845578,0.02713857,0.00972222
13889,135.03194444,0.00081444,0.00047429,4.14116081,-0.00845447,0.02713737,0.00972222
13890,135.04166667,0.00081420,0.00047416,4.14118268,-0.00845316,0.02713617,0.00972222
13891,135.05138889,0.00081397,0.00047402,4.14120455,-0.00845185,0.02713497,0.00972222
13892,135.06111111,0.00081374,0.00047388,4.14122641,-0.00845054,0.02713377,0.00972222
13893,135.07083333,0.00081351,0.00047375,4.14124826,-0.00844923,0.02713257,0.00972222
13894,135.08055556,0.00081327,0.00047361,4.14127011,-0.00844793,0.02713137,0.00972222
13895,135.09027778,0.00081304,0.00047348,4.14129195,-0.00844662,0.02713017,0.00972222
13896,135.10000000,0.00081281,0.00047334,4.14131379,-0.00844531,0.02712897,0.00972222
13897,135.10972222,0.00081258,0.00047321,4.14133562,-0.00844400,0.02712777,0.00972222
13898,135.11944444,0.00081234,0.00047307,4.14135744,-0.00844269,0.02712657,0.00972222
13899,135.12916667,0.00081211,0.00047294,4.14137926,-0.00844139,0.02712538,0.00972222
13900,135.13888889,0.00081188,0.00047280,4.14140107,-0.00844008,0.02712418,0.00972222
13901,135.14861111,0.00081165,0.00047267,4.14142287,-0.00843877,0.02712298,0.00972222
13902,135.15833333,0.00081141,0.00047253,4.14144467,-0.00843747,0.02712179,0.00972222
13903,135.16805556,0.00081118,0.00047240,4.14146646,-0.00843616,0.02712059,0.00972222
13904,135.17777778,0.00081095,0.00047226,4.14148825,-0.00843486,0.02711939,0.00972222
13905,135.18750000,0.00081072,0.00047213,4.14151003,-0.00843355,0.02711820,0.00972222
13906,135.19722222,0.00081049,0.00047199,4.14153180,-0.00843225,0.02711700,0.00972222
13907,135.20694444,0.00081025,0.00047186,4.14155357,-0.00843095,0.02711581,0.00972222
13908,135.21666667,0.00081002,0.00047172,4.14157533,-0.00842964,0.02711461,0.00972222
13909,135.22638889,0.00080979,0.00047159,4.14159708,-0.00842834,0.02711342,0.00972222
13910,135.23611111,0.00080956,0.00047145,4.14161883,-0.00842704,0.02711223,0.00972222
13911,135.24583333,0.00080933,0.00047132,4.14164057,-0.00842573,0.02711103,0.00972222
13912,135.25555556,0.00080910,0.00047118,4.14166231,-0.00842443,0.02710984,0.00972222
13913,135.26527778,0.00080886,0.00047105,4.14168404,-0.00842313,0.02710865,0.00972222
13914,135.27500000,0.00080863,0.00047092,4.14170576,-0.00842183,0.02710745,0.00972222
13915,135.28472222,0.00080840,0.00047078,4.14172748,-0.00842053,0.02710626,0.00972222
13916,135.29444444,0.00080817,0.00047065,4.14174919,-0.00841923,0.02710507,0.00972222
13917,135.30416667,0.00080794,0.00047051,4.14177089,-0.00841793,0.02710388,0.00972222
13918,135.31388889,0.00080771,0.00047038,4.14179259,-0.00841663,0.02710269,0.00972222
13919,135.32361111,0.00080748,0.00047024,4.14181428,-0.00841533,0.02710150,0.00972222
13920,135.33333333,0.00080725,0.00047011,4.14183596,-0.00841403,0.02710031,0.00972222
13921,135.34305556,0.00080701,0.00046997,4.14185764,-0.00841273,0.02709912,0.00972222
13922,135.35277778,0.00080678,0.00046984,4.14187932,-0.00841143,0.02709793,0.00972222
13923,135.36250000,0.00080655,0.00046971,4.14190098,-0.00841013,0.02709674,0.00972222
13924,135.37222222,0.00080632,0.00046957,4.14192264,-0.00840884,0.02709555,0.00972222
13925,135.38194444,0.00080609,0.00046944,4.14194430,-0.00840754,0.02709436,0.00972222
13926,135.39166667,0.00080586,0.00046930,4.14196594,-0.00840624,0.02709317,0.00972222
13927,135.40138889,0.00080563,0.00046917,4.14198759,-0.00840494,0.02709198,0.00972222
13928,135.41111111,0.00080540,0.00046904,4.14200922,-0.00840365,0.02709080,0.00972222
13929,135.42083333,0.00080517,0.00046890,4.14203085,-0.00840235,0.02708961,0.00972222
13930,135.43055556,0.00080494,0.00046877,4.14205247,-0.00840106,0.02708842,0.00972222
13931,135.44027778,0.00080471,0.00046863,4.14207409,-0.00839976,0.02708723,0.00972222
13932,135.45000000,0.00080448,0.00046850,4.14209570,-0.00839847,0.02708605,0.00972222
13933,135.45972222,0.00080425,0.00046837,4.14211730,-0.00839717,0.02708486,0.00972222
13934,135.46944444,0.00080402,0.00046823,4.14213890,-0.00839588,0.02708368,0.00972222
13935,135.47916667,0.00080379,0.00046810,4.14216049,-0.00839459,0.02708249,0.00972222
13936,135.48888889,0.00080356,0.00046797,4.14218208,-0.00839329,0.02708131,0.00972222
13937,135.49861111,0.00080333,0.00046783,4.14220366,-0.00839200,0.02708012,0.00972222
13938,135.50833333,0.00080310,0.00046770,4.14222523,-0.00839071,0.02707894,0.00972222
13939,135.51805556,0.00080287,0.00046756,4.14224680,-0.00838942,0.02707775,0.00972222
13940,135.52777778,0.00080264,0.00046743,4.14226836,-0.00838812,0.02707657,0.00972222
13941,135.53750000,0.00080241,0.00046730,4.14228991,-0.00838683,0.02707539,0.00972222
13942,135.54722222,0.00080218,0.00046716,4.14231146,-0.00838554,0.02707420,0.00972222
13943,135.55694444,0.00080195,0.00046703,4.14233300,-0.00838425,0.02707302,0.00972222
13944,135.56666667,0.00080172,0.00046690,4.14235454,-0.00838296,0.02707184,0.00972222
13945,135.57638889,0.00080149,0.00046676,4.14237607,-0.00838167,0.02707066,0.00972222
13946,135.58611111,0.00080126,0.00046663,4.14239759,-0.00838038,0.02706948,0.00972222
13947,135.59583333,0.00080103,0.00046650,4.14241911,-0.00837909,0.02706829,0.00972222
13948,135.60555556,0.00080080,0.00046636,4.14244062,-0.00837780,0.02706711,0.00972222
13949,135.61527778,0.00080058,0.00046623,4.14246213,-0.00837651,0.02706593,0.00972222
13950,135.62500000,0.00080035,0.00046610,4.14248363,-0.00837523,0.02706475,0.00972222
13951,135.63472222,0.00080012,0.00046596,4.14250512,-0.00837394,0.02706357,0.00972222
13952,135.64444444,0.00079989,0.00046583,4.14252660,-0.00837265,0.02706239,0.00972222
13953,135.65416667,0.00079966,0.00046570,4.14254808,-0.00837136,0.02706121,0.00972222
13954,135.66388889,0.00079943,0.00046557,4.14256956,-0.00837008,0.02706004,0.00972222
13955,135.67361111,0.00079920,0.00046543,4.14259103,-0.00836879,0.02705886,0.00972222
13956,135.68333333,0.00079897,0.00046530,4.14261249,-0.00836751,0.02705768,0.00972222
13957,135.69305556,0.00079874,0.00046517,4.14263394,-0.00836622,0.02705650,0.00972222
13958,135.70277778,0.00079852,0.00046503,4.14265539,-0.00836494,0.02705532,0.00972222
13959,135.71250000,0.00079829,0.00046490,4.14267683,-0.00836365,0.02705415,0.00972222
13960,135.72222222,0.00079806,0.00046477,4.14269827,-0.00836237,0.02705297,0.00972222
13961,135.73194444,0.00079783,0.00046464,4.14271970,-0.00836108,0.02705179,0.00972222
13962,135.74166667,0.00079760,0.00046450,4.14274113,-0.00835980,0.02705062,0.00972222
13963,135.75138889,0.00079737,0.00046437,4.14276255,-0.00835852,0.02704944,0.00972222
13964,135.76111111,0.00079715,0.00046424,4.14278396,-0.00835723,0.02704827,0.00972222
13965,135.77083333,0.00079692,0.00046410,4.14280536,-0.00835595,0.02704709,0.00972222
13966,135.78055556,0.00079669,0.00046397,4.14282676,-0.00835467,0.02704592,0.00972222
13967,135.79027778,0.00079646,0.00046384,4.14284816,-0.00835339,0.02704474,0.00972222
13968,135.80000000,0.00079623,0.00046371,4.14286954,-0.00835210,0.02704357,0.00972222
13969,135.80972222,0.00079601,0.00046357,4.14289093,-0.00835082,0.02704239,0.00972222
13970,135.81944444,0.00079578,0.00046344,4.14291230,-0.00834954,0.02704122,0.00972222
13971,135.82916667,0.00079555,0.00046331,4.14293367,-0.00834826,0.02704005,0.00972222
13972,135.83888889,0.00079532,0.00046318,4.14295503,-0.00834698,0.02703888,0.00972222
13973,135.84861111,0.00079510,0.00046305,4.14297639,-0.00834570,0.02703770,0.00972222
13974,135.85833333,0.00079487,0.00046291,4.14299774,-0.00834442,0.02703653,0.00972222
13975,135.86805556,0.00079464,0.00046278,4.14301908,-0.00834315,0.02703536,0.00972222
13976,135.87777778,0.00079441,0.00046265,4.14304042,-0.00834187,0.02703419,0.00972222
13977,135.88750000,0.00079419,0.00046252,4.14306176,-0.00834059,0.02703302,0.00972222
13978,135.89722222,0.00079396,0.00046238,4.14308308,-0.00833931,0.02703185,0.00972222
13979,135.90694444,0.00079373,0.00046225,4.14310440,-0.00833803,0.02703068,0.00972222
13980,135.91666667,0.00079351,0.00046212,4.14312571,-0.00833676,0.02702951,0.00972222
13981,135.92638889,0.00079328,0.00046199,4.14314702,-0.00833548,0.02702834,0.00972222
13982,135.93611111,0.00079305,0.00046186,4.14316832,-0.00833420,0.02702717,0.00972222
13983,135.94583333,0.00079282,0.00046172,4.14318962,-0.00833293,0.02702600,0.00972222
13984,135.95555556,0.00079260,0.00046159,4.14321091,-0.00833165,0.02702483,0.00972222
13985,135.96527778,0.00079237,0.00046146,4.14323219,-0.00833038,0.02702366,0.00972222
13986,135.97500000,0.00079214,0.00046133,4.14325347,-0.00832910,0.02702249,0.00972222
13987,135.98472222,0.00079192,0.00046120,4.14327474,-0.00832783,0.02702133,0.00972222
13988,135.99444444,0.00079169,0.00046107,4.14329600,-0.00832655,0.02702016,0.00972222
13989,136.00416667,0.00079147,0.00046093,4.14331726,-0.00832528,0.02701899,0.00972222
13990,136.01388889,0.00079124,0.00046080,4.14333851,-0.00832401,0.02701783,0.00972222
13991,136.02361111,0.00079101,0.00046067,4.14335976,-0.00832273,0.02701666,0.00972222
13992,136.03333333,0.00079079,0.00046054,4.14338100,-0.00832146,0.02701549,0.00972222
13993,136.04305556,0.00079056,0.00046041,4.14340224,-0.00832019,0.02701433,0.00972222
13994,136.05277778,0.00079033,0.00046028,4.14342346,-0.00831892,0.02701316,0.00972222
13995,136.06250000,0.00079011,0.00046014,4.14344469,-0.00831764,0.02701200,0.00972222
13996,136.07222222,0.00078988,0.00046001,4.14346590,-0.00831637,0.02701083,0.00972222
13997,136.08194444,0.00078966,0.00045988,4.14348711,-0.00831510,0.02700967,0.00972222
13998,136.09166667,0.00078943,0.00045975,4.14350831,-0.00831383,0.02700851,0.00972222
13999,136.10138889,0.00078920,0.00045962,4.14352951,-0.00831256,0.02700734,0.00972222
14000,136.11111111,0.00078898,0.00045949,4.14355070,-0.00831129,0.02700618,0.00972222
14001,136.12083333,0.00078875,0.00045936,4.14357189,-0.00831002,0.02700502,0.00972222
14002,136.13055556,0.00078853,0.00045923,4.14359307,-0.00830875,0.02700385,0.00972222
14003,136.14027778,0.00078830,0.00045909,4.14361424,-0.00830748,0.02700269,0.00972222
14004,136.15000000,0.00078808,0.00045896,4.14363541,-0.00830622,0.02700153,0.00972222
14005,136.15972222,0.00078785,0.00045883,4.14365657,-0.00830495,0.02700037,0.00972222
14006,136.16944444,0.00078763,0.00045870,4.14367772,-0.00830368,0.02699921,0.00972222
14007,136.17916667,0.00078740,0.00045857,4.14369887,-0.00830241,0.02699805,0.00972222
14008,136.18888889,0.00078717,0.00045844,4.14372001,-0.00830115,0.02699689,0.00972222
14009,136.19861111,0.00078695,0.00045831,4.14374115,-0.00829988,0.02699573,0.00972222
14010,136.20833333,0.00078672,0.00045818,4.14376228,-0.00829861,0.02699457,0.00972222
14011,136.21805556,0.00078650,0.00045805,4.14378341,-0.00829735,0.02699341,0.00972222
14012,136.22777778,0.00078627,0.00045792,4.14380452,-0.00829608,0.02699225,0.00972222
14013,136.23750000,0.00078605,0.00045778,4.14382564,-0.00829482,0.02699109,0.00972222
14014,136.24722222,0.00078582,0.00045765,4.14384674,-0.00829355,0.02698993,0.00972222
14015,136.25694444,0.00078560,0.00045752,4.14386784,-0.00829229,0.02698877,0.00972222
14016,136.26666667,0.00078537,0.00045739,4.14388894,-0.00829103,0.02698761,0.00972222
14017,136.27638889,0.00078515,0.00045726,4.14391002,-0.00828976,0.02698646,0.00972222
14018,136.28611111,0.00078493,0.00045713,4.14393111,-0.00828850,0.02698530,0.00972222
14019,136.29583333,0.00078470,0.00045700,4.14395218,-0.00828724,0.02698414,0.00972222
14020,136.30555556,0.00078448,0.00045687,4.14397325,-0.00828597,0.02698299,0.00972222
14021,136.31527778,0.00078425,0.00045674,4.14399431,-0.00828471,0.02698183,0.00972222
14022,136.32500000,0.00078403,0.00045661,4.14401537,-0.00828345,0.02698067,0.00972222
14023,136.33472222,0.00078380,0.00045648,4.14403642,-0.00828219,0.02697952,0.00972222
14024,136.34444444,0.00078358,0.00045635,4.14405747,-0.00828093,0.02697836,0.00972222
14025,136.35416667,0.00078336,0.00045622,4.14407851,-0.00827967,0.02697721,0.00972222
14026,136.36388889,0.00078313,0.00045609,4.14409954,-0.00827841,0.02697605,0.00972222
14027,136.37361111,0.00078291,0.00045596,4.14412057,-0.00827715,0.02697490,0.00972222
14028,136.38333333,0.00078268,0.00045583,4.14414159,-0.00827589,0.02697375,0.00972222
14029,136.39305556,0.00078246,0.00045570,4.14416260,-0.00827463,0.02697259,0.00972222
14030,136.40277778,0.00078224,0.00045557,4.14418361,-0.00827337,0.02697144,0.00972222
14031,136.41250000,0.00078201,0.00045544,4.14420462,-0.00827211,0.02697029,0.00972222
14032,136.42222222,0.00078179,0.00045531,4.14422561,-0.00827085,0.02696913,0.00972222
14033,136.43194444,0.00078156,0.00045518,4.14424660,-0.00826959,0.02696798,0.00972222
14034,136.44166667,0.00078134,0.00045505,4.14426759,-0.00826834,0.02696683,0.00972222
14035,136.45138889,0.00078112,0.00045492,4.14428857,-0.00826708,0.02696568,0.00972222
14036,136.46111111,0.00078089,0.00045479,4.14430954,-0.00826582,0.02696453,0.00972222
14037,136.47083333,0.00078067,0.00045466,4.14433051,-0.00826456,0.02696338,0.00972222
14038,136.48055556,0.00078045,0.00045453,4.14435147,-0.00826331,0.02696223,0.00972222
14039,136.49027778,0.00078022,0.00045440,4.14437242,-0.00826205,0.02696108,0.00972222
14040,136.50000000,0.00078000,0.00045427,4.14439337,-0.00826080,0.02695993,0.00972222
14041,136.50972222,0.00077978,0.00045414,4.14441431,-0.00825954,0.02695878,0.00972222
14042,136.51944444,0.00077955,0.00045401,4.14443525,-0.00825829,0.02695763,0.00972222
14043,136.52916667,0.00077933,0.00045388,4.14445618,-0.00825703,0.02695648,0.00972222
14044,136.53888889,0.00077911,0.00045375,4.14447711,-0.00825578,0.02695533,0.00972222
14045,136.54861111,0.00077889,0.00045362,4.14449803,-0.00825453,0.02695418,0.00972222
14046,136.55833333,0.00077866,0.00045349,4.14451894,-0.00825327,0.02695304,0.00972222
14047,136.56805556,0.00077844,0.00045336,4.14453984,-0.00825202,0.02695189,0.00972222
14048,136.57777778,0.00077822,0.00045323,4.14456074,-0.00825077,0.02695074,0.00972222
14049,136.58750000,0.00077800,0.00045310,4.14458164,-0.00824952,0.02694959,0.00972222
14050,136.59722222,0.00077777,0.00045297,4.14460253,-0.00824826,0.02694845,0.00972222
14051,136.60694444,0.00077755,0.00045284,4.14462341,-0.00824701,0.02694730,0.00972222
14052,136.61666667,0.00077733,0.00045271,4.14464429,-0.00824576,0.02694616,0.00972222
14053,136.62638889,0.00077711,0.00045258,4.14466516,-0.00824451,0.02694501,0.00972222
14054,136.63611111,0.00077688,0.00045245,4.14468602,-0.00824326,0.02694387,0.00972222
14055,136.64583333,0.00077666,0.00045233,4.14470688,-0.00824201,0.02694272,0.00972222
14056,136.65555556,0.00077644,0.00045220,4.14472773,-0.00824076,0.02694158,0.00972222
14057,136.66527778,0.00077622,0.00045207,4.14474858,-0.00823951,0.02694043,0.00972222
14058,136.67500000,0.00077599,0.00045194,4.14476942,-0.00823826,0.02693929,0.00972222
14059,136.68472222,0.00077577,0.00045181,4.14479025,-0.00823701,0.02693815,0.00972222
14060,136.69444444,0.00077555,0.00045168,4.14481108,-0.00823577,0.02693700,0.00972222
14061,136.70416667,0.00077533,0.00045155,4.14483190,-0.00823452,0.02693586,0.00972222
14062,136.71388889,0.00077511,0.00045142,4.14485272,-0.00823327,0.02693472,0.00972222
14063,136.72361111,0.00077489,0.00045129,4.14487353,-0.00823202,0.02693358,0.00972222
14064,136.73333333,0.00077466,0.00045116,4.14489433,-0.00823078,0.02693243,0.00972222
14065,136.74305556,0.00077444,0.00045103,4.14491513,-0.00822953,0.02693129,0.00972222
14066,136.75277778,0.00077422,0.00045091,4.14493593,-0.00822828,0.02693015,0.00972222
14067,136.76250000,0.00077400,0.00045078,4.14495671,-0.00822704,0.02692901,0.00972222
14068,136.77222222,0.00077378,0.00045065,4.14497749,-0.00822579,0.02692787,0.00972222
14069,136.78194444,0.00077356,0.00045052,4.14499827,-0.00822455,0.02692673,0.00972222
14070,136.79166667,0.00077334,0.00045039,4.14501904,-0.00822330,0.02692559,0.00972222
14071,136.80138889,0.00077311,0.00045026,4.14503980,-0.00822206,0.02692445,0.00972222
14072,136.81111111,0.00077289,0.00045013,4.14506055,-0.00822082,0.02692331,0.00972222
14073,136.82083333,0.00077267,0.00045001,4.14508131,-0.00821957,0.02692218,0.00972222
14074,136.83055556,0.00077245,0.00044988,4.14510205,-0.00821833,0.02692104,0.00972222
14075,136.84027778,0.00077223,0.00044975,4.14512279,-0.00821709,0.02691990,0.00972222
14076,136.85000000,0.00077201,0.00044962,4.14514352,-0.00821584,0.02691876,0.00972222
14077,136.85972222,0.00077179,0.00044949,4.14516425,-0.00821460,0.02691763,0.00972222
14078,136.86944444,0.00077157,0.00044936,4.14518497,-0.00821336,0.02691649,0.00972222
14079,136.87916667,0.00077135,0.00044923,4.14520568,-0.00821212,0.02691535,0.00972222
14080,136.88888889,0.00077113,0.00044911,4.14522639,-0.00821088,0.02691422,0.00972222
14081,136.89861111,0.00077091,0.00044898,4.14524710,-0.00820964,0.02691308,0.00972222
14082,136.90833333,0.00077069,0.00044885,4.14526779,-0.00820840,0.02691194,0.00972222
14083,136.91805556,0.00077046,0.00044872,4.14528848,-0.00820716,0.02691081,0.00972222
14084,136.92777778,0.00077024,0.00044859,4.14530917,-0.00820592,0.02690967,0.00972222
14085,136.93750000,0.00077002,0.00044847,4.14532985,-0.00820468,0.02690854,0.00972222
14086,136.94722222,0.00076980,0.00044834,4.14535052,-0.00820344,0.02690740,0.00972222
14087,136.95694444,0.00076958,0.00044821,4.14537119,-0.00820220,0.02690627,0.00972222
14088,136.96666667,0.00076936,0.00044808,4.14539185,-0.00820096,0.02690514,0.00972222
14089,136.97638889,0.00076914,0.00044795,4.14541250,-0.00819972,0.02690400,0.00972222
14090,136.98611111,0.00076892,0.00044783,4.14543315,-0.00819849,0.02690287,0.00972222
14091,136.99583333,0.00076870,0.00044770,4.14545380,-0.00819725,0.02690174,0.00972222
14092,137.00555556,0.00076848,0.00044757,4.14547443,-0.00819601,0.02690061,0.00972222
14093,137.01527778,0.00076826,0.00044744,4.14549506,-0.00819477,0.02689947,0.00972222
14094,137.02500000,0.00076804,0.00044731,4.14551569,-0.00819354,0.02689834,0.00972222
14095,137.03472222,0.00076782,0.00044719,4.14553631,-0.00819230,0.02689721,0.00972222
14096,137.04444444,0.00076760,0.00044706,4.14555692,-0.00819107,0.02689608,0.00972222
14097,137.05416667,0.00076739,0.00044693,4.14557753,-0.00818983,0.02689495,0.00972222
14098,137.06388889,0.00076717,0.00044680,4.14559813,-0.00818860,0.02689382,0.00972222
14099,137.07361111,0.00076695,0.00044668,4.14561873,-0.00818736,0.02689269,0.00972222
14100,137.08333333,0.00076673,0.00044655,4.14563932,-0.00818613,0.02689156,0.00972222
14101,137.09305556,0.00076651,0.00044642,4.14565990,-0.00818490,0.02689043,0.00972222
14102,137.10277778,0.00076629,0.00044629,4.14568048,-0.00818366,0.02688930,0.00972222
14103,137.11250000,0.00076607,0.00044617,4.14570105,-0.00818243,0.02688817,0.00972222
14104,137.12222222,0.00076585,0.00044604,4.14572162,-0.00818120,0.02688704,0.00972222
14105,137.13194444,0.00076563,0.00044591,4.14574218,-0.00817996,0.02688591,0.00972222
14106,137.14166667,0.00076541,0.00044578,4.14576273,-0.00817873,0.02688479,0.00972222
14107,137.15138889,0.00076519,0.00044566,4.14578328,-0.00817750,0.02688366,0.00972222
14108,137.16111111,0.00076497,0.00044553,4.14580382,-0.00817627,0.02688253,0.00972222
14109,137.17083333,0.00076476,0.00044540,4.14582436,-0.00817504,0.02688141,0.00972222
14110,137.18055556,0.00076454,0.00044527,4.14584489,-0.00817381,0.02688028,0.00972222
14111,137.19027778,0.00076432,0.00044515,4.14586542,-0.00817258,0.02687915,0.00972222
14112,137.20000000,0.00076410,0.00044502,4.14588594,-0.00817135,0.02687803,0.00972222
14113,137.20972222,0.00076388,0.00044489,4.14590645,-0.00817012,0.02687690,0.00972222
14114,137.21944444,0.00076366,0.00044477,4.14592696,-0.00816889,0.02687578,0.00972222
14115,137.22916667,0.00076344,0.00044464,4.14594746,-0.00816766,0.02687465,0.00972222
14116,137.23888889,0.00076323,0.00044451,4.14596795,-0.00816643,0.02687353,0.00972222
14117,137.24861111,0.00076301,0.00044439,4.14598844,-0.00816521,0.02687240,0.00972222
14118,137.25833333,0.00076279,0.00044426,4.14600893,-0.00816398,0.02687128,0.00972222
14119,137.26805556,0.00076257,0.00044413,4.14602940,-0.00816275,0.02687015,0.00972222
14120,137.27777778,0.00076235,0.00044400,4.14604987,-0.00816152,0.02686903,0.00972222
